Suburb,Address,Rooms,Type,SalePrice,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,HouseAge,Price_per_SqM,TotalRooms
Alphington,Address 489,1.0,t,1115350.0,VB,Nelson,1/01/2016,18.062467564444862,3033.0,1.0,1.0,2.0,432.8016846674712,327.66897414762315,1966.0,Yarra City Council,-37.68058521371249,145.4123156509665,Western Metropolitan,5846.0,60.0,3403.892611137198,2.0
Altona,Address 490,5.0,h,1119405.0,PI,Marshall,1/01/2016,18.508185127067215,3086.0,1.0,1.0,0.0,227.3852641973627,199.38783372024224,1928.0,Moonee Valley City Council,-37.67428163931579,144.75206392315908,Northern Metropolitan,1913.0,98.0,5614.209147638459,6.0
Ashwood,Address 491,5.0,t,2365034.0,SA,Marshall,1/01/2016,12.237715119846987,3023.0,3.0,3.0,3.0,591.5757764375,171.7222094131323,1967.0,Port Phillip City Council,-37.58445652593144,145.30932148584304,Northern Metropolitan,2773.0,59.0,13772.441014371994,8.0
Airport West,Address 492,4.0,t,2168709.0,SP,Biggin,1/01/2016,9.521333308147288,3158.0,1.0,1.0,2.0,844.9858706745276,316.10343143806426,1936.0,Port Phillip City Council,-37.7876759317104,145.09229325122683,Western Metropolitan,3091.0,90.0,6860.757537916592,5.0
Armadale,Address 493,1.0,h,924925.0,PI,Ray,1/01/2016,4.70928426412807,3095.0,3.0,1.0,0.0,875.3537092131669,168.33012501278358,1978.0,Port Phillip City Council,-37.964511881702194,144.56483324016114,Southern Metropolitan,9741.0,48.0,5494.708685862129,2.0
Alphington,Address 494,3.0,t,1056435.0,S,Nelson,1/01/2016,9.82814012575854,3142.0,4.0,3.0,1.0,782.7779718026778,369.7244763761527,1944.0,Moonee Valley City Council,-37.71037353192688,144.65669483303753,Southern Metropolitan,7691.0,82.0,2857.357485105198,6.0
Armadale,Address 495,4.0,u,2306836.0,VB,Ray,1/01/2016,19.46445901051936,3121.0,2.0,2.0,3.0,394.9757266209175,71.64659100677463,1974.0,Yarra City Council,-37.67345169068816,144.7197750162722,Western Metropolitan,9721.0,52.0,32197.428622694337,6.0
Ashburton,Address 496,1.0,u,2998138.0,SA,Jellis,1/01/2016,18.162614998053137,3056.0,3.0,3.0,2.0,407.16168653402383,305.3248698276667,1959.0,Yarra City Council,-37.65639952200583,144.98175656274546,Northern Metropolitan,5211.0,67.0,9819.501443469793,4.0
Albert Park,Address 497,1.0,t,2637396.0,PI,Ray,1/01/2016,13.39487626921537,3178.0,2.0,2.0,0.0,608.1042633989368,293.7253089162034,2006.0,Port Phillip City Council,-37.76931945226454,145.49500177553136,Northern Metropolitan,3036.0,20.0,8979.124099763634,3.0
Altona North,Address 498,5.0,h,1137091.0,VB,Biggin,1/01/2016,19.905122779081164,3022.0,5.0,3.0,0.0,552.3034218605565,167.44558678935996,2006.0,Port Phillip City Council,-37.539738894177134,145.01022581657506,Northern Metropolitan,3316.0,20.0,6790.809013261223,8.0
Altona,Address 499,1.0,h,748065.0,PI,Ray,1/01/2016,6.631355721891394,3112.0,5.0,2.0,0.0,443.64535011440336,190.75905810780108,1973.0,Moonee Valley City Council,-37.5327311268943,144.5973924165316,Southern Metropolitan,5829.0,53.0,3921.517580450917,3.0
Altona North,Address 500,4.0,t,1287961.0,PI,Biggin,1/01/2016,11.578460544026068,3096.0,5.0,3.0,0.0,127.7142581443306,384.0601683373643,2004.0,Port Phillip City Council,-37.64046157435156,144.9157195175695,Southern Metropolitan,5432.0,22.0,3353.5396434775175,7.0
Ascot Vale,Address 501,2.0,h,2878385.0,SP,Ray,1/01/2016,3.9955398287421415,3027.0,1.0,2.0,2.0,544.3470416361909,307.38045260560034,1968.0,Moonee Valley City Council,-37.73819764241226,145.34047711302333,Southern Metropolitan,8493.0,58.0,9364.242181311554,4.0
Altona,Address 502,2.0,t,1030134.0,S,Nelson,1/01/2016,17.859042154349716,3101.0,1.0,1.0,2.0,771.4788885905242,270.4460206258824,1956.0,Yarra City Council,-37.99415120925297,145.27695080650182,Northern Metropolitan,1632.0,70.0,3809.0188852326323,3.0
Ascot Vale,Address 503,3.0,t,762221.0,S,Nelson,1/01/2016,11.91647064003453,3048.0,1.0,2.0,3.0,841.7040206114546,393.76728196220233,2005.0,Yarra City Council,-37.97750698599007,145.2758354927619,Northern Metropolitan,3037.0,21.0,1935.7144052236556,5.0
Altona,Address 504,4.0,t,2852422.0,SA,Jellis,1/01/2016,14.585289731500364,3142.0,3.0,1.0,0.0,425.2405443724372,163.33447023875323,1991.0,Port Phillip City Council,-37.86403338992731,145.31772344832913,Western Metropolitan,2920.0,35.0,17463.686604734987,5.0
Altona,Address 505,2.0,u,2658901.0,S,Marshall,1/01/2016,3.8793641941135264,3176.0,3.0,2.0,0.0,427.598541924948,198.4863956810572,1905.0,Moonee Valley City Council,-37.56067590961819,144.86765453733997,Southern Metropolitan,8348.0,121.0,13395.885349606133,4.0
Abbotsford,Address 506,4.0,u,811665.0,PI,Jellis,1/01/2016,8.979988411475164,3021.0,3.0,1.0,1.0,828.0712305588496,60.84217988691116,1966.0,Yarra City Council,-37.93880354243283,144.84182403342874,Southern Metropolitan,7657.0,60.0,13340.49834356135,5.0
Ascot Vale,Address 507,3.0,u,1382638.0,SP,Ray,1/01/2016,7.884877036802295,3137.0,1.0,3.0,0.0,936.2839100852876,345.0498504733277,2009.0,Port Phillip City Council,-37.9243219271303,144.6249517499005,Northern Metropolitan,4153.0,17.0,4007.0673791144786,6.0
Ascot Vale,Address 508,1.0,u,758273.0,VB,Biggin,1/01/2016,17.829420799033336,3173.0,2.0,2.0,2.0,490.76411244371855,117.08744563658048,1968.0,Port Phillip City Council,-37.57350489183058,145.3019249216448,Northern Metropolitan,7042.0,58.0,6476.125564764223,3.0
Albert Park,Address 509,3.0,t,1720311.0,SP,Nelson,1/01/2016,18.23807962344089,3158.0,3.0,2.0,0.0,421.4928660182939,192.18911883996324,1923.0,Port Phillip City Council,-37.95319570372023,145.32062602387433,Southern Metropolitan,9775.0,103.0,8951.136309816326,5.0
Altona,Address 510,5.0,u,2852150.0,VB,Biggin,1/01/2016,6.714858124237761,3084.0,2.0,2.0,3.0,487.860521644891,91.96699643684056,1995.0,Yarra City Council,-37.87707301687521,145.4574099654103,Western Metropolitan,2636.0,31.0,31012.75577656544,7.0
Alphington,Address 511,5.0,h,2198807.0,S,Ray,1/01/2016,14.782977737003554,3173.0,4.0,2.0,3.0,934.1573013998554,120.67374710610252,1976.0,Moonee Valley City Council,-37.59339452879779,145.3355556493702,Northern Metropolitan,6214.0,50.0,18221.088287468992,7.0
Armadale,Address 512,4.0,u,2917480.0,PI,Biggin,1/01/2016,5.266996395281544,3143.0,4.0,2.0,2.0,498.94347177678577,124.99354318216258,1921.0,Moonee Valley City Council,-37.83815683597581,145.37152800031797,Western Metropolitan,7362.0,105.0,23341.04567104026,6.0
Altona North,Address 513,2.0,h,771097.0,VB,Nelson,1/01/2016,8.526964178328807,3103.0,5.0,2.0,2.0,957.7415040976396,385.6251113254774,1922.0,Port Phillip City Council,-37.64189353503491,144.67197266230366,Southern Metropolitan,9656.0,104.0,1999.602664228924,4.0
Albert Park,Address 514,3.0,h,1306642.0,PI,Nelson,1/01/2016,17.22337297629784,3067.0,1.0,2.0,2.0,619.3599140269562,216.44489429522272,1913.0,Port Phillip City Council,-37.85689964463037,144.5115536329337,Northern Metropolitan,1911.0,113.0,6036.834475835633,5.0
Ashwood,Address 515,1.0,t,1003806.0,PI,Ray,1/01/2016,8.298158012063386,3010.0,5.0,2.0,1.0,400.96277131031377,141.98984167608955,1949.0,Yarra City Council,-37.92967999417809,144.76894565803082,Western Metropolitan,9340.0,77.0,7069.562076770992,3.0
Altona North,Address 516,3.0,u,981915.0,VB,Jellis,1/01/2016,10.592066070403185,3137.0,3.0,1.0,2.0,926.0908067320744,106.87519008556968,1984.0,Moonee Valley City Council,-37.64263806036789,144.71383933533195,Northern Metropolitan,5301.0,42.0,9187.492431253962,4.0
Airport West,Address 517,1.0,u,605412.0,PI,Jellis,1/01/2016,9.45766306095746,3199.0,2.0,1.0,2.0,903.4501915494926,296.9031369954962,1986.0,Moonee Valley City Council,-37.689072244528894,145.07325380801976,Northern Metropolitan,7705.0,40.0,2039.0892670466585,2.0
Ashwood,Address 518,3.0,u,2104741.0,SP,Jellis,1/01/2016,19.010819254072548,3111.0,3.0,2.0,0.0,980.122046123157,381.55719608935055,1939.0,Moonee Valley City Council,-37.80825958821716,145.4238375377623,Western Metropolitan,5791.0,87.0,5516.187406689941,5.0
Altona,Address 519,5.0,u,2462486.0,SP,Jellis,1/01/2016,12.185710341017018,3046.0,3.0,3.0,1.0,554.9859303845401,140.03873015174196,1968.0,Moonee Valley City Council,-37.77598894402033,144.8049279362176,Northern Metropolitan,6356.0,58.0,17584.32111839147,8.0
Altona North,Address 520,1.0,t,2163257.0,SA,Nelson,1/01/2016,3.2372023768438094,3127.0,5.0,1.0,1.0,535.1466523515295,99.85238904408688,1989.0,Port Phillip City Council,-37.717571594747085,145.34656757445933,Northern Metropolitan,6337.0,37.0,21664.549248239597,2.0
Abbotsford,Address 521,5.0,t,2097731.0,VB,Ray,1/01/2016,18.603913986509035,3016.0,3.0,2.0,0.0,783.2564705780811,99.8029447894692,1929.0,Port Phillip City Council,-37.61137461147364,145.14484335436345,Southern Metropolitan,9361.0,97.0,21018.728499695975,7.0
Ashburton,Address 522,1.0,u,2139762.0,VB,Nelson,1/01/2016,18.595811574988247,3160.0,3.0,1.0,0.0,676.1678870049702,362.2466274645959,1959.0,Port Phillip City Council,-37.63057574643332,144.82860951805554,Western Metropolitan,7524.0,67.0,5906.920417662492,2.0
Ascot Vale,Address 523,5.0,t,2558510.0,SP,Ray,1/01/2016,12.234832580916793,3000.0,2.0,1.0,1.0,883.8197637723,108.17505203146358,1975.0,Moonee Valley City Council,-37.81475320348343,144.7085840401588,Western Metropolitan,6617.0,51.0,23651.571706716968,6.0
Abbotsford,Address 524,4.0,h,2850392.0,PI,Biggin,1/01/2016,3.8204752140965215,3003.0,5.0,3.0,2.0,112.04109259873762,99.44617386568592,1931.0,Moonee Valley City Council,-37.64153807131891,145.22001432563178,Southern Metropolitan,1695.0,95.0,28662.661309119834,7.0
Ashburton,Address 525,3.0,t,1978886.0,PI,Jellis,1/01/2016,13.06556495401884,3009.0,4.0,3.0,1.0,487.2651710574607,166.1330084369527,2006.0,Moonee Valley City Council,-37.83216732217364,144.64093328237274,Northern Metropolitan,7955.0,20.0,11911.455878745403,6.0
Altona,Address 526,5.0,u,2433811.0,PI,Nelson,1/01/2016,13.1177291349797,3157.0,1.0,1.0,3.0,966.0868829886788,292.34510324563814,1905.0,Yarra City Council,-37.58557278578321,145.37876807530645,Northern Metropolitan,7512.0,121.0,8325.130036315439,6.0
Albert Park,Address 527,3.0,u,2374517.0,S,Marshall,1/01/2016,14.02679436583234,3190.0,4.0,1.0,2.0,713.7295474850495,136.56064780282173,1974.0,Port Phillip City Council,-37.89574336586778,145.09594232580193,Western Metropolitan,9472.0,52.0,17388.00333920894,4.0
Abbotsford,Address 528,1.0,t,686574.0,SA,Nelson,1/01/2016,10.936953299119567,3164.0,5.0,3.0,0.0,789.170352330145,176.67683611230734,1998.0,Yarra City Council,-37.88894967073101,145.05552504733492,Northern Metropolitan,9034.0,28.0,3886.0442325533195,4.0
Ashwood,Address 529,4.0,h,998642.0,SA,Jellis,1/01/2016,15.578749936242218,3050.0,4.0,2.0,3.0,362.0136883033025,264.1281988944676,1983.0,Port Phillip City Council,-37.96840265109841,144.8517568232712,Northern Metropolitan,4396.0,43.0,3780.898836928076,6.0
Altona North,Address 530,2.0,u,1133145.0,SP,Marshall,1/01/2016,6.171379595979262,3146.0,3.0,2.0,3.0,861.9365114162529,182.15757340892475,1976.0,Yarra City Council,-37.62700609062079,145.02829514739196,Western Metropolitan,4331.0,50.0,6220.685633839707,4.0
Albert Park,Address 531,2.0,t,1625369.0,PI,Marshall,1/01/2016,10.971044910974664,3072.0,5.0,3.0,0.0,184.26131434556865,318.2010745612262,1930.0,Yarra City Council,-37.79209983161392,144.77339195480366,Northern Metropolitan,1732.0,96.0,5107.993435412666,5.0
Airport West,Address 532,1.0,t,941475.0,VB,Jellis,1/01/2016,8.707353620925876,3003.0,2.0,3.0,0.0,922.6397452549874,282.8594510758329,1938.0,Port Phillip City Council,-37.80938702233521,144.58464814568578,Western Metropolitan,6453.0,88.0,3328.4198085627913,4.0
Altona North,Address 533,5.0,t,2412640.0,SA,Biggin,1/01/2016,2.948088181233988,3029.0,2.0,3.0,0.0,193.9103222960081,56.5036644334956,1956.0,Yarra City Council,-37.83335782667177,144.67653813196776,Northern Metropolitan,1836.0,70.0,42698.82359293103,8.0
Airport West,Address 534,5.0,u,1624379.0,SP,Ray,1/01/2016,11.065238732891933,3162.0,3.0,1.0,1.0,864.4173242196624,152.4302799076666,1978.0,Moonee Valley City Council,-37.894351883579546,144.72784129324572,Southern Metropolitan,6186.0,48.0,10656.537539548928,6.0
Armadale,Address 535,1.0,h,958241.0,SA,Biggin,1/01/2016,14.56899553289558,3110.0,5.0,1.0,0.0,428.7798821252348,204.98277561015485,2007.0,Yarra City Council,-37.94003939833069,145.38873196383807,Southern Metropolitan,3752.0,19.0,4674.739119653763,2.0
Ashburton,Address 536,4.0,u,1714088.0,SA,Marshall,1/01/2016,8.621690974198449,3150.0,2.0,2.0,0.0,349.90013227014765,179.14259730098286,1993.0,Moonee Valley City Council,-37.75705426973799,144.81054362950286,Western Metropolitan,7363.0,33.0,9568.288200712583,6.0
Ashburton,Address 537,4.0,t,950658.0,SA,Ray,1/01/2016,13.78023211449673,3059.0,4.0,2.0,2.0,384.322865868477,274.6770048991722,1946.0,Moonee Valley City Council,-37.54541942541187,144.89497547726978,Northern Metropolitan,3209.0,80.0,3461.003225766807,6.0
Ashburton,Address 538,4.0,t,2925825.0,VB,Nelson,1/01/2016,9.994657617094733,3120.0,4.0,1.0,2.0,158.43655370106234,258.0436922611702,2008.0,Moonee Valley City Council,-37.88102024670268,144.72843915171697,Northern Metropolitan,7758.0,18.0,11338.486805710118,5.0
Airport West,Address 539,1.0,h,1872157.0,S,Nelson,1/01/2016,18.938279387556243,3063.0,4.0,2.0,1.0,521.5248377875196,169.61908832354777,1974.0,Moonee Valley City Council,-37.97948200934837,145.37333330057038,Northern Metropolitan,2447.0,52.0,11037.419305242742,3.0
Ashwood,Address 540,1.0,h,965735.0,S,Jellis,1/01/2016,19.58647430966195,3148.0,2.0,1.0,0.0,102.36904093475582,303.98776926687844,1916.0,Yarra City Council,-37.56895170861252,144.50218282923413,Southern Metropolitan,9275.0,110.0,3176.8876831098987,2.0
Ashwood,Address 541,1.0,u,1929358.0,SA,Jellis,1/01/2016,8.062254171519916,3156.0,2.0,2.0,2.0,201.71594108592495,286.1779960245608,1954.0,Moonee Valley City Council,-37.64535917316865,144.62733868457954,Northern Metropolitan,7470.0,72.0,6741.8111343347855,3.0
Altona,Address 542,1.0,t,2162399.0,SP,Ray,1/01/2016,15.156053083408436,3040.0,1.0,3.0,1.0,331.673073209906,243.7050630095315,1992.0,Yarra City Council,-37.821805000757095,145.34491803716412,Western Metropolitan,3048.0,34.0,8873.016314459692,4.0
Abbotsford,Address 543,5.0,t,2073009.0,VB,Nelson,1/01/2016,18.315353752670852,3090.0,5.0,1.0,3.0,669.298130685971,181.68988538219855,1918.0,Port Phillip City Council,-37.96117372383314,144.6122464264423,Northern Metropolitan,8639.0,108.0,11409.600460913205,6.0
Altona North,Address 544,3.0,u,862459.0,SA,Marshall,1/01/2016,11.276088866952158,3183.0,5.0,1.0,2.0,186.2220153552123,66.29294219806884,1927.0,Moonee Valley City Council,-37.528573636674274,145.35383836009288,Southern Metropolitan,5866.0,99.0,13009.816300250497,4.0
Abbotsford,Address 545,4.0,t,740782.0,S,Ray,1/01/2016,8.128591209854834,3029.0,4.0,1.0,1.0,388.8290950389312,192.75016089797904,1957.0,Moonee Valley City Council,-37.82225336371945,144.8098274909458,Western Metropolitan,5440.0,69.0,3843.2237698213357,5.0
Ascot Vale,Address 546,4.0,h,2708347.0,SA,Biggin,1/01/2016,10.148762705686297,3170.0,1.0,2.0,3.0,207.76187226428036,168.99678390082047,1925.0,Yarra City Council,-37.80269448353311,145.43088766964874,Northern Metropolitan,7686.0,101.0,16026.026871549542,6.0
Altona North,Address 547,1.0,h,2554201.0,VB,Ray,1/01/2016,2.0132823775828377,3095.0,5.0,2.0,2.0,233.2998694973202,297.53219272669344,1929.0,Yarra City Council,-37.87499467669036,145.26496518186894,Southern Metropolitan,5275.0,97.0,8584.620630770645,3.0
Alphington,Address 548,1.0,u,2055700.0,SA,Biggin,1/01/2016,4.416675070047261,3187.0,5.0,2.0,0.0,312.46746262935375,312.0148258656532,1979.0,Moonee Valley City Council,-37.5137842071715,145.31223069763195,Western Metropolitan,1299.0,47.0,6588.468975141392,3.0
Ascot Vale,Address 549,5.0,u,2797817.0,VB,Jellis,1/01/2016,12.955329684593574,3004.0,4.0,2.0,3.0,128.36693340773667,361.25423730038216,1997.0,Moonee Valley City Council,-37.56653199861341,144.5029927896036,Southern Metropolitan,2284.0,29.0,7744.73130310613,7.0
Abbotsford,Address 550,3.0,u,1634548.0,VB,Ray,1/01/2016,13.37789733703643,3003.0,5.0,1.0,1.0,102.42777119200797,220.5605099715621,1922.0,Port Phillip City Council,-37.69698574248894,144.87084590821277,Northern Metropolitan,7422.0,104.0,7410.882393274978,4.0
Ashwood,Address 551,1.0,h,1682375.0,SA,Marshall,1/01/2016,11.591487264361438,3062.0,2.0,1.0,3.0,170.82206355803447,293.53211324725737,1916.0,Yarra City Council,-37.82405937193973,145.12182580924323,Southern Metropolitan,3529.0,110.0,5731.4853267276,2.0
Abbotsford,Address 552,2.0,h,2068234.0,SP,Jellis,1/01/2016,12.82775090136585,3084.0,5.0,2.0,0.0,212.67663910275456,61.04159146793627,1951.0,Yarra City Council,-37.7693575324181,144.70460555707953,Southern Metropolitan,2899.0,75.0,33882.37348114351,4.0
Ascot Vale,Address 553,4.0,h,1735393.0,SA,Ray,1/01/2016,9.919889500260105,3043.0,4.0,3.0,2.0,957.7083736653884,236.65323246999893,2001.0,Port Phillip City Council,-37.73954774616773,145.22086940948728,Southern Metropolitan,6745.0,25.0,7333.062734395567,7.0
Ashburton,Address 554,1.0,h,623733.0,SP,Marshall,1/01/2016,14.266599213233857,3047.0,1.0,1.0,1.0,213.29208706538708,224.38207086143376,1921.0,Yarra City Council,-37.79606524914097,144.87252575462963,Western Metropolitan,9915.0,105.0,2779.7809228045844,2.0
Altona North,Address 555,1.0,t,965788.0,VB,Marshall,1/01/2016,8.61378799261608,3159.0,4.0,1.0,3.0,503.12624495226686,345.17845437761696,1941.0,Moonee Valley City Council,-37.55101317978803,144.68906673005395,Northern Metropolitan,8149.0,85.0,2797.938248322565,2.0
Ascot Vale,Address 556,3.0,u,1707932.0,PI,Nelson,1/01/2016,10.10650598761467,3027.0,4.0,3.0,0.0,766.909842637198,111.05375635725456,1988.0,Port Phillip City Council,-37.632197469282616,145.29531728742273,Western Metropolitan,5401.0,38.0,15379.326697474919,6.0
Altona North,Address 557,4.0,u,1447242.0,S,Ray,1/01/2016,19.2547591661333,3101.0,3.0,1.0,1.0,728.7552290637813,238.68303461049203,1979.0,Yarra City Council,-37.899466317650365,145.25553170053738,Northern Metropolitan,2015.0,47.0,6063.447292606117,5.0
Albert Park,Address 558,3.0,u,1337929.0,SA,Biggin,1/01/2016,11.238596195469729,3147.0,3.0,1.0,1.0,523.8465817406272,56.48390156003261,1950.0,Yarra City Council,-37.60174506549632,144.83630987901293,Western Metropolitan,5000.0,76.0,23686.90835880048,4.0
Ashwood,Address 559,4.0,u,613515.0,PI,Marshall,1/01/2016,9.269847174073035,3129.0,1.0,1.0,3.0,345.80619275588407,291.53290386386846,1934.0,Port Phillip City Council,-37.63011923471916,144.7630429337744,Western Metropolitan,5674.0,92.0,2104.445130785242,5.0
Airport West,Address 560,4.0,h,2063280.0,PI,Jellis,1/01/2016,19.815351928326844,3196.0,4.0,2.0,1.0,101.91111759291034,90.3074775915102,2000.0,Moonee Valley City Council,-37.54563868757542,144.8326704577456,Western Metropolitan,3492.0,26.0,22847.277490496188,6.0
Airport West,Address 561,4.0,h,2833258.0,SA,Biggin,1/01/2016,11.728920467309962,3003.0,1.0,2.0,1.0,897.1977061499512,291.48955512508127,1928.0,Yarra City Council,-37.59687344536747,144.8478991036827,Southern Metropolitan,9777.0,98.0,9719.929754547187,6.0
Abbotsford,Address 562,4.0,h,2161152.0,S,Nelson,1/01/2016,4.517133183675405,3127.0,5.0,3.0,2.0,719.9225976820737,141.42980011794617,1923.0,Yarra City Council,-37.7222967274893,145.3569785352449,Northern Metropolitan,7929.0,103.0,15280.739972747577,7.0
Ascot Vale,Address 563,4.0,h,893792.0,SA,Jellis,1/01/2016,14.089360519658038,3003.0,1.0,3.0,2.0,545.3352949442935,113.79832581727088,1946.0,Moonee Valley City Council,-37.893971067477885,144.69301874432009,Western Metropolitan,7918.0,80.0,7854.175301622508,7.0
Ascot Vale,Address 564,4.0,u,1094176.0,PI,Marshall,1/01/2016,11.798145608984976,3012.0,3.0,1.0,2.0,885.9498784396551,246.07724551415117,1980.0,Port Phillip City Council,-37.63913301959847,144.98437032138784,Western Metropolitan,8741.0,46.0,4446.4736985894015,5.0
Ashburton,Address 565,5.0,u,2955008.0,PI,Marshall,1/01/2016,17.28930951724136,3163.0,4.0,2.0,3.0,813.6014936414618,339.1590145342769,2017.0,Yarra City Council,-37.71709306999975,144.8729072170044,Northern Metropolitan,5245.0,9.0,8712.7508730904,7.0
Albert Park,Address 566,2.0,t,611063.0,SP,Marshall,1/01/2016,16.29475573883985,3054.0,2.0,2.0,0.0,488.2064446173609,109.73828910007764,2000.0,Port Phillip City Council,-37.73611660470471,144.73108584413546,Western Metropolitan,6454.0,26.0,5568.366383430045,4.0
Ascot Vale,Address 567,3.0,t,1564172.0,S,Ray,1/01/2016,5.240755232721746,3146.0,5.0,1.0,2.0,190.79665701453817,102.28102920040573,1971.0,Yarra City Council,-37.595849713565016,145.47943738742515,Northern Metropolitan,7342.0,55.0,15292.884831411095,4.0
Ascot Vale,Address 568,1.0,u,2790471.0,VB,Marshall,1/01/2016,2.348575177181329,3029.0,2.0,3.0,1.0,970.8950177298032,328.6914513891396,1956.0,Port Phillip City Council,-37.67467362173407,145.00881630777477,Southern Metropolitan,2151.0,70.0,8489.636673563335,4.0
Albert Park,Address 569,1.0,t,961640.0,PI,Biggin,1/01/2016,10.66626058084584,3164.0,5.0,3.0,0.0,839.5576705190902,251.6909326464641,1958.0,Port Phillip City Council,-37.60791570785373,145.02093203532357,Southern Metropolitan,6250.0,68.0,3820.717694867303,4.0
Abbotsford,Address 570,5.0,u,1113079.0,S,Marshall,1/01/2016,9.480597326985592,3036.0,3.0,2.0,0.0,478.02224381052434,52.92888813326394,1940.0,Port Phillip City Council,-37.81912896571346,145.20431414424365,Northern Metropolitan,8570.0,86.0,21029.7068247022,7.0
Ashwood,Address 571,3.0,h,645183.0,PI,Marshall,1/01/2016,3.139946997768251,3192.0,5.0,3.0,1.0,457.5064723417983,370.15935607997534,1916.0,Moonee Valley City Council,-37.590250384726254,144.77528835247705,Southern Metropolitan,9949.0,110.0,1742.9871470291946,6.0
Alphington,Address 572,5.0,u,2248920.0,S,Biggin,1/01/2016,14.005320931134314,3027.0,2.0,2.0,3.0,506.5114759058508,394.1639938197533,1918.0,Moonee Valley City Council,-37.98657132634411,145.2579679506399,Northern Metropolitan,6095.0,108.0,5705.543974745714,7.0
Albert Park,Address 573,5.0,t,2991871.0,S,Nelson,1/01/2016,6.475757262988142,3079.0,2.0,1.0,1.0,739.7884606006432,119.1485825415863,1966.0,Yarra City Council,-37.86937563815499,144.64855658823612,Northern Metropolitan,8019.0,60.0,25110.42041944352,6.0
Alphington,Address 574,3.0,t,1231672.0,SA,Biggin,1/01/2016,16.600504239907806,3002.0,1.0,3.0,0.0,968.1550568590002,353.7857648119615,1982.0,Yarra City Council,-37.61164161760602,145.2330465068407,Western Metropolitan,6071.0,44.0,3481.4063269465873,6.0
Altona North,Address 575,3.0,u,679248.0,SP,Jellis,1/01/2016,4.29766974476478,3021.0,2.0,2.0,2.0,576.2592146382377,222.653587889552,1935.0,Yarra City Council,-37.56824454203711,145.34753271501472,Western Metropolitan,4337.0,91.0,3050.6941587527576,5.0
Albert Park,Address 576,5.0,u,1075241.0,SA,Biggin,1/01/2016,4.792491179161278,3063.0,2.0,2.0,3.0,448.73536951698577,396.14379414047227,1932.0,Yarra City Council,-37.57979076031693,145.11727988468056,Southern Metropolitan,9963.0,94.0,2714.269454436336,7.0
Ascot Vale,Address 577,3.0,h,1278803.0,S,Jellis,1/01/2016,17.624561239111344,3175.0,3.0,2.0,3.0,393.1435153724033,309.0688079039215,1963.0,Moonee Valley City Council,-37.6934314135882,144.73669558390736,Northern Metropolitan,5484.0,63.0,4137.599677795808,5.0
Abbotsford,Address 578,4.0,t,2213379.0,SP,Jellis,1/01/2016,13.38231727898646,3132.0,1.0,1.0,3.0,956.3014922848664,60.89516831802765,1993.0,Port Phillip City Council,-37.79242289753878,145.49734329290968,Southern Metropolitan,2153.0,33.0,36347.36648465331,5.0
Alphington,Address 579,1.0,u,631116.0,PI,Ray,1/01/2016,2.882673539322646,3140.0,1.0,2.0,0.0,146.96758591343053,205.24926074658669,1947.0,Yarra City Council,-37.71397744605841,145.48043075059022,Western Metropolitan,2007.0,79.0,3074.8758738732536,3.0
Altona North,Address 580,4.0,t,2721225.0,SA,Nelson,1/01/2016,8.468329940518766,3154.0,5.0,3.0,3.0,651.1357516784283,51.69878378092633,1911.0,Port Phillip City Council,-37.915940752988064,145.4157393953281,Western Metropolitan,1297.0,115.0,52636.15120098753,7.0
Altona North,Address 581,1.0,t,1267346.0,SP,Jellis,1/01/2016,4.693055795798498,3118.0,2.0,1.0,2.0,725.9276485161063,167.70082438578737,1963.0,Moonee Valley City Council,-37.57554319391678,144.52005774688558,Western Metropolitan,8256.0,63.0,7557.184078502404,2.0
Altona North,Address 582,2.0,u,2438413.0,PI,Nelson,1/01/2016,12.312392766797812,3150.0,4.0,2.0,3.0,269.9261706435365,126.62233554358372,1960.0,Yarra City Council,-37.79695511898878,145.32020397333577,Northern Metropolitan,2021.0,66.0,19257.368690381583,4.0
Alphington,Address 583,4.0,h,1217254.0,VB,Nelson,1/01/2016,16.23711515806313,3198.0,2.0,3.0,2.0,780.3088026122613,120.30891069946306,1927.0,Port Phillip City Council,-37.704171991234496,144.6694819537518,Western Metropolitan,5979.0,99.0,10117.73768811484,7.0
Abbotsford,Address 584,5.0,h,2111211.0,PI,Ray,1/01/2016,4.945193651292828,3050.0,4.0,3.0,0.0,345.82402021694656,304.79298421530643,1995.0,Port Phillip City Council,-37.81492321620642,144.50516753361163,Western Metropolitan,9418.0,31.0,6926.704712168295,8.0
Ascot Vale,Address 585,1.0,t,2769923.0,SP,Jellis,1/01/2016,2.2601204481024606,3094.0,1.0,2.0,3.0,636.5936792732127,138.49773422881267,1962.0,Yarra City Council,-37.72549548349244,145.22321756275304,Western Metropolitan,7680.0,64.0,19999.771226753783,3.0
Ashwood,Address 586,2.0,t,1081153.0,SA,Ray,1/01/2016,8.915009649583908,3175.0,5.0,1.0,2.0,235.2268083501877,130.85593404544466,1978.0,Port Phillip City Council,-37.70262630019163,145.47319567825016,Southern Metropolitan,7356.0,48.0,8262.162567457803,3.0
